425	2780	
2920	9240	
3672	849	
6530	1009	
4650	7015	
3163	9109	
2380	7349	
1297	4652	
8550	8200	
319	8912	
4930	5942	
3332	9331	
9387	8831	
9583	2797	
6339	3104	
3993	8589	
4657	5010	
2319	7824	
550	9071	
3403	6800	
410	6596	
4766	7412	
3064	8770	
3180	9637	
9651	1503	
9155	3424	
8243	9162	
7513	2583	
4719	4235	
1746	1363	
232	5816	
2027	5252	
8304	8996	
3398	1960	
4118	5393	
610	4666	
4111	1895	
7446	3650	
8867	4653	
5098	5243	
9825	8164	
1713	5457	
895	6244	
5991	8233	
7250	9613	
7652	4587	
2534	1263	
6650	586	
106	1173	
7728	6308	
8204	972	
8219	7524	
2669	4258	
2134	3093	
2432	7866	
286	7809	
4020	7836	
205	344	
3915	7576	
4097	8684	
3062	6411	
8263	6633	
5050	4665	
7842	5092	
7099	2978	
38	9467	
4532	1002	
6066	9014	
4619	2563	
5744	9300	
6556	3054	
8493	4496	
281	1738	
8072	9131	
3931	8586	
5925	5953	
2679	8610	
7650	3995	
4060	5022	
3041	8416	
9033	6751	
4612	6248	
2460	6579	
9783	3391	
148	8223	
8839	3667	
3224	4476	
1729	7642	
5472	9500	
3893	5250	
3281	5591	
7928	8518	
3559	6726	
9529	8682	
4634	6731	
9115	5828	
3875	7675	
4561	8215	
4280	3978	
5145	6797	
4019	2113	
511	1280	
1921	5230	
5234	1845	
6710	6568	
1907	2821	
1325	6252	
3929	2521	
1309	4521	
1042	4962	
4248	3638	
2628	4595	
1645	2987	
2034	3099	
9101	3746	
8387	3866	
1051	9963	
9408	6347	
9702	659	
9445	9789	
6305	614	
7320	1076	
7518	6764	
6031	4831	
5087	4049	
2391	8777	
2577	4768	
3633	4315	
7138	697	
4233	3790	
3073	4799	
6789	9711	
7871	6774	
7964	6169	
1194	5278	
6139	6459	
8739	8414	
3321	5343	
2068	778	
987	1659	
7260	5025	
9201	2898	
9634	5057	
3125	2460	
5173	2944	
4217	1835	
6327	7748	
7703	7887	
9624	1221	
2971	3593	
1060	7282	
3243	6669	
1820	4257	
7395	2902	
1696	7443	
2641	8531	
3654	7893	
842	8399	
8746	7971	
4023	6383	
6067	3415	
5248	452	
797	2783	
4563	3776	
2215	2589	
2512	2565	
11	6104	
3828	4393	
982	6831	
48	2054	
7748	3038	
7686	2190	
7961	4697	
3392	2235	
4126	933	
7244	2164	
3462	5094	
8680	1212	
267	179	
1702	9541	
2634	4806	
2076	402	
6376	7679	
5179	7066	
3231	7496	
409	3415	
1978	7715	
2317	7294	
6905	5888	
7111	2218	
9296	7035	
8873	5697	
9970	850	
7830	5944	
966	4563	
4982	9650	
3988	8947	
8147	718	
5965	5763	
1180	8303	
9810	9279	
9334	680	
9835	4697	
1737	8462	
4562	9071	
5366	8329	
2738	6745	
2909	3662	
3774	7660	
4544	5349	
8566	3196	
2327	2092	
8696	8366	
928	2628	
5488	2155	
4945	3593	
3278	224	
9244	1264	
4003	2386	
4189	6585	
4775	3120	
6755	9923	
6729	8433	
6441	78	
5556	1276	
2191	9948	
8715	9094	
1770	7505	
2241	389	
4548	1050	
3927	6115	
4193	4858	
467	1055	
5840	3230	
9609	5934	
4939	8546	
6825	8959	
1851	2733	
4676	5339	
7162	2760	
5468	219	
3804	2168	
9684	9119	
8424	7952	
9741	3150	
3282	4059	
5489	2773	
9859	9200	
2935	3160	
8658	4352	
6533	3776	
7755	2512	
6642	8475	
1127	7053	
1429	2989	
1226	6670	
8153	9881	
6481	4554	
6507	2469	
2539	4762	
8848	287	
2545	4904	
4997	3758	
3491	9286	
8532	2033	
4833	4508	
8831	8756	
2754	7017	
1389	5074	
613	4794	
6126	4980	
8754	7689	
5309	8614	
6715	877	
4529	2731	
2815	9359	
1623	8092	
7757	1888	
8426	5895	
4647	7739	
9005	2522	
6614	3503	
2181	9539	
9628	5806	
660	7122	
3623	6585	
2846	2679	
8496	1908	
9209	5961	
5856	4294	
9118	7456	
4513	3296	
3805	6481	
4466	5351	
7133	5316	
2293	3328	
1410	8019	
5495	9956	
6831	939	
2582	7235	
2999	3481	
7618	4735	
6	6932	
3157	5872	
5559	9374	
8019	3476	
356	8598	
4469	979	
9245	6766	
1066	7387	
7525	5639	
5966	3053	
901	6395	
5672	3134	
1412	8599	
1357	7931	
3998	4051	
5026	6220	
1504	8336	
6398	1843	
9638	8541	
3614	2498	
1740	261	
8866	8342	
545	2776	
2325	8387	
6602	2836	
8955	1949	
1107	5584	
1987	7889	
3846	2331	
3470	288	
1467	1570	
3908	5938	
5820	9112	
1031	5138	
2870	7378	
5407	3437	
7553	1210	
8575	1219	
815	5402	
8748	6619	
5897	2510	
6922	7353	
2877	6710	
8684	9589	
7073	6578	
1236	7719	
8121	2928	
1020	1447	
430	2414	
9981	8548	
5086	6794	
9710	2944	
145	8950	
9367	9384	
8675	4247	
2817	4530	
6370	5356	
9709	4607	
8710	3163	
6093	7568	
3431	4599	
227	8436	
8720	9934	
7204	9711	
495	9455	
3592	8055	
8421	1705	
3697	6808	
7200	414	
5557	2775	
5090	8854	
5460	5358	
8368	5868	
7720	2559	
3395	1630	
3966	7781	
1027	139	
1790	5277	
7487	2872	
2836	6107	
3591	4793	
4368	455	
235	5980	
8646	2241	
6655	8006	
9589	5842	
3675	5911	
8885	2353	
2814	8012	
9353	6334	
1490	4418	
4021	1342	
9290	770	
4889	8676	
1641	6621	
1322	1337	
9852	5813	
8338	4679	
8087	1909	
2302	3495	
6782	8094	
3605	537	
4127	7273	
3307	5361	
8454	1765	
9916	6652	
1607	8727	
8849	6777	
6952	1369	
8717	1318	
3622	1418	
4946	1039	
4418	7499	
9472	8975	
500	1399	
3694	2994	
3820	7985	
9686	6406	
980	5065	
3129	9726	
5954	8698	
6532	9794	
8874	9955	
5531	3431	
4303	3776	
6338	1430	
1354	1348	
459	9580	
9939	9509	
9945	1326	
4220	2484	
2723	1414	
2430	9896	
4228	5182	
874	662	
9951	9352	
7810	5823	
1407	8327	
6352	8902	
4877	9502	
8852	6508	
9451	6963	
7499	4410	
9117	4144	
890	138	
7127	6406	
4410	611	
3249	5390	
3854	3631	
9816	4845	
2272	5786	
5246	930	
3305	9209	
1968	7135	
7301	8297	
9011	248	
2387	3579	
1361	1533	
9073	6603	
1582	7514	
3695	4782	
139	434	
7367	1341	
9389	5968	
8682	1253	
6598	2952	
7865	7628	
5010	5291	
1261	4958	
9215	1401	
8819	7781	
2953	7073	
1575	7671	
7906	2132	
9596	6313	
5979	6280	
4914	1410	
8969	756	
9962	5464	
8905	5597	
8929	28	
1543	1574	
6364	2281	
9470	6781	
6522	7466	
8788	9637	
822	1699	
5566	387	
2795	8581	
6640	2508	
4347	8280	
4788	7686	
9677	577	
9407	3852	
4770	2108	
7948	4062	
1318	5522	
8674	2318	
1699	6638	
248	1636	
5571	6270	
7979	1035	
1345	8874	
6115	9409	
1634	5360	
983	5809	
9277	9997	
4767	7426	
4031	1419	
9144	672	
510	7515	
945	2741	
4987	8539	
6403	5891	
2721	3939	
8749	1360	
2394	9074	
2156	5887	
7696	3482	
3847	1200	
2560	7070	
4338	9835	
2981	7921	
5620	6423	
1437	6017	
5382	6931	
1805	6238	
5982	8759	
4555	6465	
4461	8201	
5693	3876	
9644	2998	
9860	4067	
2653	8961	
8068	3093	
1285	8498	
1687	207	
3600	5879	
9261	8840	
5019	6423	
5486	2216	
5926	9083	
6857	1490	
3935	2418	
3150	5356	
3588	5951	
1181	2786	
5167	2383	
3450	656	
3171	2448	
8146	5953	
2980	5125	
5185	1024	
2016	8598	
4032	1018	
6632	5811	
3454	8837	
1225	938	
8010	1134	
3742	6891	
1853	3794	
8102	2284	
6381	6195	
1047	9270	
1719	3313	
6570	7244	
6645	2685	
7096	2861	
6260	9233	
2772	5850	
5411	7629	
6280	7381	
9335	3887	
3575	7761	
5659	62	
4577	8636	
1765	1460	
9493	662	
8340	1989	
9792	5788	
5766	4160	
3140	3078	
1077	1169	
6677	1785	
737	3504	
841	7721	
4938	990	
3519	3171	
4377	4519	
4579	9339	
4403	5936	
6982	1160	
3196	2704	
3791	7146	
8864	9216	
3602	1508	
2756	9046	
1763	1375	
1383	1163	
6848	5955	
5298	6400	
3058	7515	
2097	5341	
6993	6991	
9427	9806	
8064	8222	
2638	3994	
3344	3307	
5372	3124	
7746	5060	
3798	1930	
5581	636	
939	8187	
7035	5244	
230	1028	
3211	6584	
8077	5705	
51	3887	
892	8033	
1126	8038	
8298	5712	
7382	4095	
7859	3337	
2032	3204	
8693	5206	
433	5768	
436	2482	
4110	6056	
6579	460	
7629	6965	
5266	8538	
6271	595	
4245	873	
7037	2538	
1756	7795	
2142	9801	
6868	9130	
3	4874	
3945	1408	
4768	4992	
9446	9033	
2519	110	
6651	8536	
1074	3569	
9210	9287	
5037	1422	
8530	2444	
3558	4936	
9778	9759	
5893	5911	
9079	610	
458	1091	
7327	7257	
8032	1847	
8835	3983	
7356	8456	
2193	2074	
4399	9078	
4068	9178	
9355	4591	
2687	7742	
8130	4138	
7945	4882	
6314	9782	
9937	2841	
5600	9027	
6963	5389	
4683	1651	
117	6031	
3350	7505	
3146	2640	
6913	1663	
4128	2202	
8233	3242	
4393	9398	
4857	7383	
1384	1292	
3153	3062	
740	5381	
6459	3423	
5112	9147	
2170	4328	
7015	3071	
3883	3968	
3357	9351	
590	3019	
9264	7970	
3613	5323	
3717	2713	
8234	3735	
7448	9866	
7075	1030	
2528	8667	
5927	647	
5828	3061	
2184	7820	
335	3522	
3771	5812	
9691	425	
4475	4017	
5053	5360	
609	4449	
2683	4560	
9314	5113	
5837	8596	
5362	1693	
3969	9741	
134	9246	
8024	4694	
6855	7264	
3455	830	
2259	2039	
1912	7223	
2989	638	
6470	1226	
484	9075	
1544	9173	
5154	9186	
1500	3139	
6749	2261	
4310	9525	
5733	2999	
9123	1558	
7287	47	
3657	8617	
8070	3056	
8832	1243	
1584	9032	
9690	3970	
2937	4220	
6576	7843	
4661	1961	
678	2343	
473	6502	
1568	9116	
9311	2559	
7879	9029	
7160	8619	
8971	8732	
1789	7732	
9740	2227	
2944	7532	
4959	1503	
8168	6039	
2365	690	
6781	2880	
9833	8381	
1378	4959	
257	2036	
4646	2411	
1440	589	
2551	1357	
3853	4487	
5197	4192	
7987	630	
938	9268	
2254	2061	
6620	8593	
3119	2405	
8573	5129	
7452	7465	
4695	4790	
1844	5543	
1875	4425	
466	7261	
3767	5067	
5508	3325	
6236	6145	
7087	4645	
1565	9588	
3316	1067	
2125	9418	
8361	3459	
3461	1539	
9798	154	
4405	355	
6562	2508	
4599	8992	
8602	3315	
2918	2742	
4840	5171	
53	5848	
8614	4775	
7063	4598	
7783	1324	
736	5959	
900	9860	
2020	7117	
2730	8160	
5831	8132	
2192	836	
1296	6335	
3788	4421	
6574	2290	
154	19	
572	1475	
8894	6614	
2995	7410	
2735	9174	
6176	3179	
4293	6761	
5261	3120	
527	5382	
7050	1275	
1551	7486	
7591	3205	
1445	8987	
9125	313	
7974	7467	
5980	2332	
2262	9338	
1265	6196	
7238	654	
8518	2237	
6378	8850	
3918	6588	
4642	4554	
1597	7532	
4260	6023	
4735	2131	
2823	1285	
4392	6487	
7613	9025	
6668	8312	
813	5105	
3284	591	
8523	6893	
6695	2343	
8636	6535	
1393	2385	
9575	5332	
5199	3003	
6197	497	
4911	2008	
9971	8900	
2082	7509	
1307	7734	
8221	8703	
2183	8465	
6616	7457	
1782	8224	
9762	2216	
8057	9405	
3371	67	
7172	8055	
9896	7451	
4617	3971	
5916	4584	
1563	1766	
3169	5355	
685	8840	
6697	4698	
4011	4915	
3358	5790	
9089	1839	
7679	6032	
7990	8732	
9643	8064	
6934	5735	
244	6854	
308	5171	
5110	1878	
6101	4773	
8543	7024	
1876	9026	
5376	9021	
4851	4878	
9671	982	
4253	6552	
1032	4695	
1672	9681	
278	8096	
3994	6631	
625	8069	
5157	3487	
3772	2502	
2801	384	
2536	2836	
4012	5540	
1682	7776	
5722	6249	
4036	9625	
3934	6290	
6978	8513	
9883	881	
5438	259	
863	5735	
2792	1580	
1583	7998	
8022	1113	
6369	7800	
2198	2190	
8126	3809	
7648	8549	
7321	8504	
1855	6686	
2431	850	
4467	1321	
8735	8331	
4929	2637	
1142	9924	
9576	3021	
2053	1621	
5071	5875	
2495	8106	
7789	194	
1514	7942	
4329	5600	
7949	2870	
5758	772	
699	9544	
4721	1346	
2906	2007	
2342	8357	
5936	88	
6239	3640	
1014	7968	
3759	2738	
8782	5072	
5645	5403	
5665	8382	
884	9375	
6401	1185	
7191	7278	
637	3704	
4066	766	
5379	3976	
6252	5486	
3439	5537	
2248	5095	
1906	7611	
1610	3985	
7742	6322	
1639	6447	
9821	6187	
2213	248	
7234	8434	
1025	8035	
3703	5154	
7776	2030	
9029	5872	
957	2123	
7059	6404	
2321	6472	
8453	436	
8625	121	
629	3727	
9265	7076	
6319	1875	
8134	7369	
6503	5452	
5850	3116	
7797	1226	
9512	4193	
8352	8413	
1174	6786	
8217	4176	
8531	1023	
1886	3999	
7782	8563	
1839	5606	
8358	5055	
5959	3208	
3270	2414	
6487	2259	
4901	5150	
4608	7788	
543	9178	
8652	1612	
8145	4503	
7519	4543	
2508	269	
487	639	
1690	7581	
4270	2052	
2866	7305	
7611	1374	
9007	6552	
4132	411	
4063	9202	
9585	4805	
5463	382	
8443	5083	
8822	3411	
827	1660	
7763	3919	
3081	4675	
75	6079	
1630	6745	
499	1598	
9169	4611	
8708	5609	
717	7717	
2712	1238	
9061	1224	
5635	2591	
2054	9783	
639	7838	
8455	562	
3087	9382	
4470	4696	
99	6001	
4414	3805	
9200	3425	
6581	3848	
9800	9649	
2518	5044	
8515	2396	
5250	488	
6924	2308	
6765	3454	
838	3791	
7681	3881	
2476	8881	
4261	7437	
1604	7027	
7296	6209	
7323	2073	
3385	8677	
5462	5650	
8210	3813	
6663	2896	
5442	1025	
3972	7193	
4225	4929	
3733	3781	
2174	631	
9006	7508	
720	9464	
7785	5208	
1658	344	
9823	9322	
2457	7220	
493	365	
8569	9818	
7872	2034	
1842	2986	
4908	3370	
926	9646	
1069	8760	
9824	4756	
8462	4571	
5680	9267	
934	8895	
5740	8382	
6328	6296	
2604	3947	
9313	6764	
9288	6064	
5425	3621	
8772	4971	
2043	7123	
8716	93	
6281	9205	
5770	9078	
9812	7917	
7403	402	
3807	954	
5919	7520	
9348	7616	
2473	61	
9782	1185	
6453	8994	
4949	394	
9959	6320	
1356	8228	
2002	7269	
3334	7124	
1024	580	
4620	7412	
623	3026	
1734	5122	
517	9945	
2478	2641	
2588	9767	
1278	5020	
391	6351	
9966	2299	
3237	3058	
3301	4692	
5580	8259	
5779	9003	
6836	4102	
8008	5	
8727	909	
2246	3853	
529	8004	
3978	1360	
2412	142	
1742	6890	
358	1648	
1033	3328	
9737	9373	
6341	230	
9504	6029	
6872	7869	
5142	1337	
5643	1033	
8042	9528	
6446	2939	
6603	7088	
2762	3235	
472	5380	
5849	1695	
8883	5659	
3777	9445	
5401	788	
1083	4044	
4008	5723	
5709	9429	
6600	4254	
1727	5009	
2770	7585	
5636	5397	
2315	2385	
721	2620	
8944	7137	
791	9433	
2212	882	
9035	7818	
5564	2479	
3870	3702	
4498	1287	
5132	9714	
6661	4770	
608	4064	
8551	226	
692	8080	
496	1596	
3468	8004	
5784	1292	
9271	8082	
5533	4766	
7555	211	
7915	7683	
3100	7266	
6984	9016	
3985	7315	
8452	6519	
6953	7598	
3595	564	
4138	1664	
1433	5233	
4870	3894	
8497	2427	
2096	7593	
1786	2017	
812	663	
6004	1234	
9989	5420	
6296	1089	
6109	5580	
30	4584	
7935	4144	
2600	7014	
5296	4667	
7495	8628	
1448	6751	
8045	4194	
1596	6625	
1471	3375	
7107	9729	
2831	1210	
2383	5189	
9897	8092	
3986	4576	
582	2679	
1248	4925	
8992	8525	
7026	8297	
1439	1138	
9469	2577	
5576	3725	
8085	284	
4434	2530	
351	4787	
2483	5611	
593	6392	
1351	4514	
2930	9319	
7674	6509	
1920	808	
5359	7335	
7567	9289	
9894	7655	
481	2456	
9093	9586	
7016	6131	
3862	8226	
3263	4876	
8669	7035	
8100	3648	
3348	5342	
6469	8402	
3297	9004	
6798	3060	
9641	6404	
6604	9857	
9171	3964	
122	9249	
6074	4938	
1166	2529	
5348	7520	
6413	8404	
9720	8218	
9516	4030	
6262	556	
6992	6737	
8732	5637	
3206	4127	
9545	4522	
6006	6521	
3311	4728	
6741	7811	
9611	2000	
6072	9332	
1679	3670	
9134	6482	
8205	6910	
3738	7214	
7668	2435	
5047	1481	
7569	9373	
8921	8346	
4431	5877	
1918	2535	
8345	2914	
243	5181	
2059	48	
6152	7182	
2827	7501	
7029	3669	
9186	4064	
297	2478	
3194	1703	
6930	8223	
7153	1538	
4328	9304	
5064	2775	
4046	9781	
7719	5897	
1979	4161	
1482	2162	
8448	8693	
2812	461	
6070	6494	
3905	6805	
877	5142	
3555	1111	
6622	743	
9213	9007	
4484	8857	
635	8467	
1224	5560	
3617	7582	
3303	7109	
4994	4401	
5669	8274	
7350	3975	
5171	9895	
534	7556	
3356	8076	
494	4463	
9381	3672	
9521	8661	
8404	664	
6221	6002	
4088	2418	
1102	4826	
5452	6899	
4751	6311	
126	3806	
4081	4689	
4040	3535	
1062	3785	
2393	4033	
5485	633	
7529	2754	
1176	1904	
9670	5289	
4507	9186	
2040	2383	
7024	5353	
5139	2546	
3166	3276	
8851	1545	
8741	1339	
7207	2188	
4837	4129	
7983	2422	
1521	4747	
7046	4281	
3526	6680	
1709	6046	
8409	5582	
8176	666	
2781	2950	
1768	8060	
4669	5767	
4540	7184	
5716	364	
870	9599	
4332	9416	
8003	7103	
2226	2316	
6968	8462	
9612	771	
5561	6636	
6937	5902	
7903	1231	
7074	9468	
8226	6180	
5756	4308	
8323	2080	
8957	6399	
2777	3556	
8648	5507	
8198	9487	
4999	1129	
5757	6100	
4576	9650	
6829	5556	
8875	7173	
4033	4368	
2517	3037	
1953	7381	
6949	3411	
3704	4780	
3527	3224	
731	6841	
8203	4673	
3858	2375	
8750	5209	
8547	3455	
783	4424	
7621	8898	
9549	4800	
8581	8207	
8587	1879	
4006	2278	
7055	5347	
8425	8331	
9337	7985	
5338	2433	
1922	6060	
2257	5705	
6099	9614	
6926	1906	
2677	2890	
3075	7456	
6718	9858	
4806	4628	
4746	7310	
7346	1014	
1728	9382	
1963	2700	
6664	5562	
1675	3067	
2162	1762	
7552	1700	
292	6722	
9283	9242	
7117	2454	
2802	7453	
4769	7305	
8964	8041	
3248	8968	
7854	3754	
63	997	
4872	141	
5069	1826	
9967	8536	
7274	7337	
5124	3293	
4568	7094	
9605	8299	
9054	100	
5017	8271	
4232	9640	
6150	1510	
5963	4444	
1447	6820	
1601	291	
289	7299	
7957	4990	
1103	4372	
8633	4417	
7511	5170	
6488	3877	
9725	3916	
2535	7181	
4501	2078	
4170	6099	
2838	7500	
2660	3284	
859	6982	
5813	5825	
2251	8424	
4689	7908	
2820	389	
9399	1307	
2176	6517	
8105	8386	
7973	1780	
5046	122	
3291	7022	
1707	9525	
21	8858	
2425	5692	
3495	5826	
4370	7626	
3174	4391	
3571	360	
6594	5174	
7381	715	
9074	9098	
4425	9766	
1718	4451	
5341	290	
6422	695	
6546	7933	
6359	4890	
1269	9064	
1711	7031	
6315	7185	
427	715	
3562	123	
5788	3993	
8738	9761	
3411	5255	
6048	7923	
3659	4503	
3133	4637	
1956	8997	
2525	3446	
4178	8376	
5041	2260	
2921	5652	
6103	7603	
5625	1013	
8688	2310	
4503	824	
1324	7946	
6329	5043	
2693	2555	
7325	1829	
6628	7519	
9414	72	
2131	4337	
8339	3312	
3961	6784	
8236	3835	
6694	9985	
3963	5325	
1917	4430	
9417	741	
3136	4919	
6032	7142	
3794	7131	
2755	1122	
6822	6728	
8144	5273	
2961	3571	
9921	4827	
6965	5648	
8104	6762	
8601	971	
9581	2692	
4822	6636	
7444	6871	
4125	5839	
2745	8492	
8137	4050	
9906	1694	
5218	4450	
6888	5181	
8767	3497	
9208	2484	
273	274	
8235	2782	
9432	8628	
546	1942	
9933	2438	
9400	6264	
7503	2322	
7517	3637	
5525	4523	
2860	7440	
5484	1919	
2374	3724	
7793	5231	
9861	3688	
8704	3783	
3865	8868	
9028	2718	
1491	2828	
5984	1691	
6475	7771	
2549	3952	
3652	5374	
9992	9555	
4234	2792	
5230	8006	
3012	9250	
7959	1638	
8191	3222	
3410	1063	
6244	4805	
8457	1465	
272	9756	
7306	8474	
7580	139	
5398	4380	
9735	9786	
3879	1023	
9107	922	
2650	4134	
3185	6166	
4463	9659	
6269	9139	
8958	1595	
9119	9787	
7491	9279	
4527	7713	
1086	8080	
8751	2800	
1165	6563	
9443	410	
1547	1018	
8114	768	
4795	3450	
7387	9429	
1168	1999	
1365	5546	
3352	7965	
7002	8300	
259	9108	
2239	2954	
4815	4930	
6769	5108	
8402	8674	
3821	7583	
162	9906	
2571	3813	
6456	2889	
3647	1656	
4015	2888	
4476	1073	
8651	8141	
2594	4029	
9433	855	
2956	493	
3353	6333	
6910	4333	
3910	2138	
5509	9689	
5051	4814	
2277	7997	
9110	3531	
9402	9688	
1451	1796	
8865	1969	
9755	7966	
3339	118	
2253	952	
5632	5169	
4076	9082	
3378	1104	
3835	491	
2104	6921	
8954	4474	
6692	6392	
9366	2922	
8946	4115	
449	6198	
5622	4707	
0	1183	
2911	224	
23	284	
443	5549	
342	1634	
7034	2483	
24	9688	
7067	142	
7756	8292	
8828	1196	
3128	6274	
9121	4298	
1659	9781	
7120	9866	
102	628	
6947	2363	
6519	3562	
2504	9792	
2069	7832	
6408	7099	
9569	6594	
6608	198	
2678	6814	
5389	2966	
9027	7887	
6455	9390	
7477	2759	
7458	9077	
1904	9395	
5208	2924	
1831	2146	
1359	8085	
8326	1668	
852	3535	
6313	7262	
952	1330	
1481	9645	
3487	9885	
8471	1430	
6283	2749	
2984	4478	
4287	2365	
5886	7144	
532	4729	
2593	4442	
7307	9430	
1974	7702	
7326	9097	
7	3525	
1522	82	
7118	927	
3964	3525	
1622	7261	
8473	8943	
6146	4219	
489	7949	
9309	8393	
8012	4035	
4850	4434	
3475	8851	
5279	2062	
7474	7093	
9315	4768	
6200	905	
5642	3031	
4672	6058	
7918	5323	
1708	3354	
782	5041	
5374	2923	
9908	2885	
4755	4056	
6452	3950	
6225	6539	
5316	3954	
414	5610	
77	1200	
1246	6073	
5755	4102	
5633	7648	
3648	831	
3113	2942	
56	541	
8505	2240	
1331	7935	
6193	5425	
846	7444	
7057	5373	
5236	5974	
5336	1935	
6265	6072	
6087	8652	
5523	2731	
9286	6185	
9754	3166	
9604	334	
2873	9986	
3984	3019	
7069	9609	
4363	1326	
5961	1384	
7707	7918	
7551	57	
2996	8254	
3678	7834	
224	4220	
9229	8764	
8188	3509	
8948	4905	
3181	3627	
3377	238	
1208	2653	
1238	5940	
478	1267	
4821	753	
7792	9176	
6518	8481	
4013	1635	
8224	7321	
7536	2286	
3693	7438	
6852	7110	
2405	1254	
3663	3152	
4407	3336	
831	6098	
307	2675	
1502	7846	
705	2553	
138	9657	
2621	9246	
217	2886	
6551	7810	
1402	3633	
7199	1686	
3022	4948	
2021	4512	
5032	4990	
3706	2118	
7427	5051	
760	7106	
4004	2450	
3084	8169	
6104	1895	
6795	9198	
8769	4710	
6611	5300	
9262	6825	
4185	2960	
8870	5209	
6724	2780	
6113	6450	
116	3240	
6543	7648	
8300	2822	
5252	3676	
2232	8659	
1754	1123	
4460	3884	
2452	4503	
5715	233	
977	4738	
4202	3357	
251	9351	
9039	7876	
9932	1514	
6325	5436	
2240	1801	
675	1292	
6373	326	
9804	2821	
9374	6274	
8393	7508	
2664	2231	
4834	7873	
2164	8466	
6909	4520	
1171	9915	
5853	8753	
5008	9730	
4779	5630	
2742	3256	
66	7137	
3842	1111	
8580	8791	
7108	4415	
8292	4447	
8222	8169	
5728	5963	
2976	731	
4096	1502	
1939	0	
1377	9424	
5616	7837	
5229	7816	
5433	6477	
8768	3321	
1157	2270	
178	703	
1302	5184	
6480	6716	
2554	8869	
5342	7382	
4980	5818	
9582	1900	
7141	4923	
6285	7629	
1466	5752	
4172	838	
8572	2138	
7064	6500	
551	8270	
7590	4878	
9176	3680	
350	8765	
9411	5794	
8386	9033	
2806	6623	
3711	3382	
7678	8957	
7669	4585	
9194	1085	
5543	1401	
7946	5230	
8595	6997	
3055	5856	
1824	2148	
7264	5376	
9622	785	
1817	1125	
1328	3083	
3938	686	
2084	5343	
7439	4192	
9162	111	
9492	2719	
2126	3083	
5687	4333	
1587	1408	
8512	434	
2494	2442	
7844	7134	
254	5993	
3430	6991	
1308	2461	
7295	459	
7431	4947	
3603	4116	
4839	5588	
8159	4950	
419	1468	
8703	7546	
9494	5511	
9459	6619	
5129	2404	
434	4063	
8555	4519	
144	7049	
9449	6933	
4038	7247	
6911	311	
6659	835	
2382	7425	
9225	1262	
8184	3755	
7989	7928	
7183	1554	
3887	5123	
7892	3592	
6232	2395	
2530	8034	
2019	1763	
1195	717	
6554	1189	
2209	3161	
7747	114	
9662	5922	
7167	8241	
5245	4296	
432	5126	
7071	290	
4704	1112	
5888	4556	
636	5465	
2883	3382	
4354	182	
4552	2650	
8214	1601	
8542	9974	
2924	1076	
2299	6184	
6106	1064	
860	3578	
5895	8890	
4786	2718	
6768	2685	
8389	9507	
9350	4737	
4085	6656	
4124	8717	
5786	72	
9301	8495	
5569	6115	
1333	1070	
3148	6213	
6730	6017	
1841	1138	
655	2743	
6634	9269	
3726	6384	
858	2493	
1895	693	
2279	7731	
